case,motor,kp,ki,kd,target,phase,t,erpm,iq,id,imotor,iin,duty,vq,vd,fault
left_ramp600_-300_r2,left,0.009,0.02,0.0,-300,run,0.00014060299145057797,-8421.0,0.73,-0.01,0.73,1.1,-1.0,-36.032,-6.862,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,1.8059508875012398e-06,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.08649102400522679,-7272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.15263438900001347,-6666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.21877499396214262,-6153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.2849101949832402,-5517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.35104328900342807,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.41727571497904137,-4444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.4834683299995959,-3902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.5497354879626073,-3404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.6160528829786927,-2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.6823520939797163,-2388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp600_-300_r2,left,0.009,0.02,0.0,0,stop,0.7487953179515898,-1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,8.814601460471749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.06598940398544073,-52.0,0.12,0.09,0.15,0.08,-0.062,-1.991,-1.135,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.14229712402448058,126.0,0.4,-0.12,0.42,0.12,0.059,2.055,0.627,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.21857206599088386,125.0,0.38,0.12,0.4,0.1,0.062,1.747,-1.433,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.2951378059806302,250.0,0.57,0.05,0.57,0.18,0.158,5.356,-2.232,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.3715699550230056,370.0,0.18,-0.12,0.22,0.32,0.142,5.19,-0.512,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.44783709198236465,547.0,-0.43,0.0,0.43,0.12,-0.11,-4.022,-0.448,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.5344646759913303,-476.0,-0.2,-0.02,0.2,0.24,0.099,3.633,0.126,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.6210214970051311,-663.0,-0.03,0.01,0.04,0.9,0.151,5.532,-0.042,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.7175922989845276,-617.0,-0.23,-0.01,0.23,0.32,0.163,5.964,0.276,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.8244509139913134,842.0,-0.22,0.02,0.22,0.72,0.047,1.126,-1.308,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,0.9312377870082855,583.0,-0.23,0.0,0.23,0.28,-0.081,-2.968,0.16,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,300,run,1.0179736629943363,1415.0,-0.33,-0.02,0.33,0.26,-0.165,-6.039,0.281,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,1.5440164133906364e-06,-874.0,-0.45,0.02,0.45,1.05,0.195,7.144,0.236,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.11677695199614391,919.0,-0.18,0.0,0.18,0.38,-0.081,-2.963,-0.12,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.23374566400889307,1111.0,-0.47,0.0,0.47,0.7,-0.191,-6.999,0.503,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.3506680100108497,4324.0,1.6,0.26,1.62,1.3,0.679,24.262,-5.57,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.4373269280185923,8421.0,1.42,0.03,1.42,3.14,1.0,36.166,-5.851,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.5239200579817407,8421.0,-0.55,-0.01,0.55,1.04,1.0,36.177,-5.784,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.6108052500057966,8421.0,-0.47,-0.05,0.47,1.12,1.0,36.089,-6.409,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.6973116450244561,8421.0,-0.41,0.0,0.41,0.94,1.0,35.899,-7.407,0
left_ramp900_+300_r1,left,0.009,0.02,0.0,0,stop,0.7839232640108094,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,-300,run,0.0001366189680993557,5161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,1.4500110410153866e-06,5333.0,1.26,0.17,1.28,1.62,0.631,22.892,-3.349,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,0.17787951504578814,5000.0,1.22,0.0,1.22,1.62,0.586,21.457,-0.97,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,0.3151138550019823,4848.0,0.2,-0.01,0.2,0.48,0.575,21.066,-0.716,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,0.45238010701723397,4848.0,0.27,0.01,0.27,0.54,0.57,20.76,-2.209,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,0.5796156270080246,4571.0,0.24,-0.03,0.25,0.48,0.562,20.591,-0.643,0
left_ramp900_-300_r1,left,0.009,0.02,0.0,0,stop,0.7069025070522912,4444.0,0.24,0.01,0.24,0.48,0.574,20.854,-2.773,0
left_ramp900_+300_r2,left,0.009,0.02,0.0,300,run,0.00012356898514553905,3809.0,0.22,0.1,0.24,0.38,0.484,17.528,-2.644,0
left_ramp900_+300_r2,left,0.009,0.02,0.0,0,stop,1.5659607015550137e-06,3555.0,0.2,-0.01,0.2,0.34,0.445,16.321,-0.41,0
left_ramp900_+300_r2,left,0.009,0.02,0.0,0,stop,0.23869119497248903,3478.0,0.14,0.0,0.14,0.32,0.435,15.799,-2.007,0
left_ramp900_+300_r2,left,0.009,0.02,0.0,0,stop,0.4573082569986582,3200.0,0.14,0.21,0.26,0.34,0.42,15.314,-1.501,0
left_ramp900_+300_r2,left,0.009,0.02,0.0,0,stop,0.6752792929764837,3018.0,0.16,-0.06,0.17,0.28,0.386,14.102,-1.125,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,-300,run,0.00022289896151050925,2461.0,0.2,0.0,0.2,0.26,0.309,11.266,-0.94,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,1.23301288112998e-06,2285.0,0.14,0.0,0.14,0.24,0.328,11.92,-1.455,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,0.16816711303545162,2222.0,0.19,0.0,0.19,0.24,0.288,10.494,-1.064,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,0.3158096510451287,2051.0,0.14,0.0,0.14,0.22,0.273,9.939,-1.198,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,0.4733160430332646,1951.0,0.15,-0.01,0.15,0.22,0.219,8.02,-0.359,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,0.6104632650385611,1860.0,0.17,0.0,0.17,0.22,0.216,7.894,-0.766,0
left_ramp900_-300_r2,left,0.009,0.02,0.0,0,stop,0.7484093090170063,1758.0,0.18,0.01,0.18,0.22,0.229,8.296,-1.265,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.00014710502000525594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.06622946000425145,0.0,-0.01,-0.14,0.14,0.1,0.057,0.227,2.064,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.14247622602852061,15.0,0.58,0.09,0.59,0.16,0.128,4.688,0.139,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.21876428602263331,-388.0,-0.39,0.04,0.39,0.28,0.136,4.977,-0.249,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.30516676302067935,522.0,0.25,-0.02,0.25,0.22,0.02,0.654,0.327,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.3917653960525058,517.0,-0.15,-0.04,0.15,0.18,-0.072,-2.404,1.056,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.46860404900508,480.0,-0.07,0.0,0.07,0.18,-0.075,-2.495,1.192,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.5450884260353632,440.0,0.03,0.01,0.04,0.2,-0.025,-0.423,0.825,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,300,run,0.6215237000142224,-1720.0,-0.81,-0.03,0.81,0.78,0.215,7.824,1.045,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,1.30099942907691e-06,2318.0,-1.16,-0.03,1.16,1.34,-0.279,-9.932,2.445,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.12683589401422068,1904.0,-1.34,0.01,1.34,1.3,-0.262,-9.48,1.58,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.23364298499654979,-4324.0,-2.74,0.69,2.82,2.52,-0.958,-32.769,-12.499,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.32030224497430027,-8421.0,-1.12,-0.2,1.13,3.66,-1.0,-35.745,-7.256,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.40702329302439466,-8421.0,0.75,-0.07,0.76,1.14,-1.0,-35.644,-7.854,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.493670318974182,-8421.0,0.72,-0.04,0.72,1.1,-1.0,-35.917,-6.494,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.5803459970047697,-8421.0,0.81,0.01,0.81,0.96,-1.0,-35.891,-6.735,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.6671646049944684,-8421.0,0.74,0.0,0.74,1.14,-1.0,-36.038,-5.904,0
left_ramp1200_+300_r1,left,0.009,0.02,0.0,0,stop,0.774486689013429,-8421.0,0.66,0.0,0.66,1.16,-1.0,-36.042,-6.031,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,-300,run,0.0001241919817402959,-8421.0,0.75,-0.01,0.75,1.1,-0.935,-33.659,-6.186,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,1.602980773895979e-06,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.08650677697733045,-7272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.15282444300828502,-6666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.21915220300434157,-5925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.2854957630042918,-5333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.35191970400046557,-4848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.41843561199493706,-4324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.48476126097375527,-3809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.5512602590024471,-3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.6175611320068128,-2807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.6836913379956968,-2318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r1,left,0.009,0.02,0.0,0,stop,0.7525370549992658,-1818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.0001283719902858138,-547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.06626277003670111,-547.0,0.27,-0.09,0.28,0.12,0.042,0.586,1.432,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.1528753160382621,-563.0,0.22,0.06,0.23,0.16,0.048,1.697,0.39,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.2394964350387454,-536.0,0.39,0.0,0.39,0.18,0.113,4.151,0.034,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.3158813450136222,737.0,0.13,-0.01,0.13,0.18,-0.131,-4.778,0.439,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.41260880802292377,935.0,0.33,0.0,0.33,0.86,0.022,0.615,0.53,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.48915895202662796,935.0,0.19,-0.02,0.19,0.1,-0.064,-2.245,0.653,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.565879826026503,211.0,0.11,0.0,0.11,0.14,0.085,3.102,0.321,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.642221097019501,236.0,0.15,0.07,0.17,0.1,-0.069,-2.43,-0.647,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,300,run,0.718712616013363,2162.0,-0.08,-0.07,0.11,0.58,-0.275,-10.043,-0.117,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,1.5199766494333744e-06,1882.0,-1.21,0.05,1.21,1.32,-0.219,-7.969,0.776,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.1678203379851766,-1600.0,-1.02,0.0,1.02,1.2,0.244,8.825,1.25,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.29508062900276855,-7619.0,-2.93,0.47,2.97,3.9,-1.0,-35.543,-8.381,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.38171588396653533,-8421.0,-0.01,-0.11,0.11,2.22,-1.0,-35.805,-7.176,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.4683557999669574,-8421.0,0.87,0.0,0.87,0.9,-1.0,-36.047,-6.002,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.5549705279991031,-8421.0,0.8,-0.04,0.8,1.0,-1.0,-35.496,-8.684,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.6414503759588115,-8421.0,0.77,0.01,0.77,1.02,-1.0,-35.896,-6.978,0
left_ramp1200_+300_r2,left,0.009,0.02,0.0,0,stop,0.7281552630010992,-8421.0,0.66,-0.01,0.66,1.16,-1.0,-35.995,-6.448,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,-300,run,0.0002726130187511444,-8421.0,0.76,0.0,0.76,1.05,-0.945,-34.055,-6.017,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,2.701999619603157e-06,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.0870069779921323,-7272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.1534770909929648,-6956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.22006653202697635,-6153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.28643477300647646,-5517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.35285666497657076,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.41934983601095155,-4444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.48601526499260217,-3902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.5525936500052921,-3404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.6192369000054896,-2909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.6858063859981485,-2424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1200_-300_r2,left,0.009,0.02,0.0,0,stop,0.7523818620247766,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,300,run,0.0001310589723289013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,300,run,0.06627534597646445,0.0,-0.08,0.12,0.14,0.08,0.091,2.799,-1.821,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,300,run,0.14296705898595974,701.0,0.12,-0.04,0.13,0.22,-0.146,-5.287,-0.87,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,300,run,0.22954769799252972,1159.0,-0.33,-0.04,0.33,0.78,-0.154,-5.636,0.093,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,2.6199850253760815e-06,586.0,-0.02,0.0,0.02,0.58,0.054,1.982,-0.01,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.10736557596828789,350.0,0.23,0.04,0.24,0.18,-0.068,-2.33,-0.875,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.1938952449709177,-2622.0,-0.57,-0.03,0.57,0.64,-0.607,-21.968,-3.281,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.28077226696768776,-8000.0,-2.21,0.49,2.26,4.52,-1.0,-35.75,-7.569,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.3674146749544889,-8421.0,0.47,-0.08,0.48,1.54,-1.0,-35.81,-7.403,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.454061753989663,-8421.0,0.91,-0.04,0.91,0.88,-1.0,-35.961,-6.494,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.5406991909840144,-8421.0,0.78,0.01,0.78,1.04,-1.0,-35.844,-7.12,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.6277737109921873,-8421.0,0.74,0.0,0.74,1.17,-1.0,-35.828,-7.2,0
left_ramp1500_+300_r1,left,0.009,0.02,0.0,0,stop,0.7147301759687252,-8421.0,0.74,0.03,0.74,1.12,-1.0,-35.936,-6.774,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,-300,run,0.0001434090081602335,-8421.0,0.75,0.0,0.75,1.12,-1.0,-36.078,-6.073,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,1.3230019249022007e-06,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.0863881380064413,-7272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.1526841790182516,-6666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.21893273800378665,-6153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.2852048909990117,-5333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.35150800697738305,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_ramp1500_-300_r1,left,0.009,0.02,0.0,0,stop,0.4178337749908678,-4444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
